blockNumber,blockHash,timeStamp,hash,nonce,transactionIndex,from,to,value,gas,gasPrice,gasUsed,methodId,functionName
20625279,0x7505fe6aa8fa8a00800230bae98f619e48276f956abf4e2e67619e784f5739a5,2025-08-13 17:22:49.236947,0xb64c9ab985ed7af07412f3b6bdc2f792eabf213aedf87b622aa5a61e324222e8,930,179,0xe7158af48573c6a9d24a53fa4adb62de77ea65ec,0xe592427a0aece92de3edee1f18e0157c05861564,352014822674861354,460676,196264798972867769,132604,0xc04b8d59,exactInputSingle
20072828,0x0f0afaca2e1cc5477c828188912dedd88933b8d0a2794de0cb694691f3b6d17e,2025-08-13 17:26:46.151828,0x264487cb7f0bc891d3863d68c38a1c1e74ac5c20687b95865cad1eeb088fe45d,986,3,0x7882570840a97a490a37bd8db9e1ae39165bfbd6,0xe592427a0aece92de3edee1f18e0157c05861564,385138219010512132,110919,196832648789724918,228048,0x414bf389,exactInput
20622859,0x1866e58e249181c08d6e1301d8e788ffce27110022a4854305c2215437412e94,2025-08-13 17:28:28.157715,0x846dd0b2fbd3c0b465ebd1c9b74ec0453887427fe0a55272c1adcd35aa04e52d,895,63,0x7882570840a97a490a37bd8db9e1ae39165bfbd6,0xe592427a0aece92de3edee1f18e0157c05861564,52084978674088085,109117,784039956834365044,126194,0x414bf389,exactInput
20550784,0x2a6cd6db6cc994c44436bc9ec9f3e231ea201e5b2d126a15bd12c85b1314e18e,2025-08-13 17:31:50.594585,0x0f8f51c99484f1336d7fd3ebf314ffca9e518cae90fd85449cc2386947d7dd30,103,77,0x1631cc3d0513f7bcd0da584106825443b7911060,0xe592427a0aece92de3edee1f18e0157c05861564,565694594086251094,485254,296692255342642610,223908,0x5ae401dc,multicall
20265852,0x2195f2683f674d40346e5e311d6fe0dfd40d5b0427e7021e4be9f15421aecc1a,2025-08-13 17:22:56.763959,0x04c0d007cbcf427b177bd624b4c594fdf04c522f4a5883c207c00b79c3aa8de9,728,85,0x196f75367a9286e039c6cfeba5b8686ed84cba68,0xe592427a0aece92de3edee1f18e0157c05861564,765467272596118242,412341,130004660220688337,120762,0xc04b8d59,exactInputSingle
20544534,0x623c35d437dda58cc33514e45c345280a69510f6b18cbf1397b3d145c02203d6,2025-08-13 17:23:01.923640,0x082e1c8f6721355a2345f519461e8085ff3097229b52c5669a48d24d7b2772e3,877,56,0x0ed17014e67ac4a1975cdfc1222dd4541f64be39,0xe592427a0aece92de3edee1f18e0157c05861564,573961490893182909,116202,665909246498024810,244251,0xc04b8d59,exactInputSingle
20451643,0xbdcf85c8e9474a9c3c98f4b3679bd2d8fc5f99edcd800223ab8d908891a9c218,2025-08-13 17:31:42.942886,0x2c786b475ac9911cb6a9079ec291b182bccb77aa60ef49be443ef6ad092ec196,978,96,0x50bf20318ce9100ac4374ab4bed5fe4b1f8cc6b3,0xe592427a0aece92de3edee1f18e0157c05861564,315812737582624400,428671,628245859806525895,285725,0x5ae401dc,multicall
20918649,0x885f63d2c4af17f1bc0fd80b77490716bd940812eb7b7c66afc74c6cf611d48e,2025-08-13 17:25:58.022720,0x0b971d5a5a0a24df3ec534fcf35798e98fefb8ff47cb1274a4dca41e44daa4b1,910,84,0x4313c378cc91ea583c91387b9216e2c03096b27f,0xe592427a0aece92de3edee1f18e0157c05861564,481107550240138375,244833,219715325007665622,60774,0xc04b8d59,exactInputSingle
20545341,0x74d47108f870a439480421d92dad0d7beadd5eecd03dfa7971445827118c3e9a,2025-08-13 17:32:47.603529,0xf99c5d199f8d202a7c8aabc64c961f777e879bac6049bff7f19fe3e0344eb5d0,815,116,0x5b93d80da1a359340d1f339fb574bdc56763f995,0xe592427a0aece92de3edee1f18e0157c05861564,913719764845125766,281926,127041080405257811,52184,0x5ae401dc,multicall
20972274,0x90c727c9c196539b2304896906248ae3b924ae738652ac9de5218343d7e48f8e,2025-08-13 17:28:22.748580,0x85c4c84dbd74f29b3b3e1dcdb5d3331294ece66d48bebb63a63bd02f56198eca,990,74,0xfbeedcfe378866dab6abbafd8b2986f5c1768737,0xe592427a0aece92de3edee1f18e0157c05861564,187472907257046421,259197,332341106416768734,66938,0x5ae401dc,multicall
20016349,0x2e1592c6d1d804a2e16e94aed45bbe5c5a01b4bef5a38b4df71584d68edb8e6f,2025-08-13 17:25:23.474218,0x67f47da3c0bc81556cdf90fe4b58f8df6dd769d57bd90a5e11eaf9ecb58f6a1e,127,13,0xddd8ab39ae96e685aad71ac39d36d87500000000,0xe592427a0aece92de3edee1f18e0157c05861564,5868653216682351,325613,761220244911437038,268656,0x414bf389,exactInput
20052326,0x178ab91ba58feef4d249ae30fa8f683a3e4d67ff5b3174fa68749051cd229d66,2025-08-13 17:26:59.157130,0xa0e195cadf089a59e35ab56be4cfcdf2ce24a9283189461786f49a841e2ab04d,880,128,0xfbeedcfe378866dab6abbafd8b2986f5c1768737,0xe592427a0aece92de3edee1f18e0157c05861564,822260270734004919,241908,226811265635592388,163259,0xc04b8d59,exactInputSingle
20962865,0xcab278e410f9cba4c4e3e1a650bb7ac6190b2838ca3383549355ab3fd16d0058,2025-08-13 17:25:24.577591,0x8c23da3d10976b74366353a82c22db0f1f669e25b1fa229a49874bb97ba3bcb5,364,63,0xe130d0cc8ef1b4487c8b7b6473af50693fc841b6,0xe592427a0aece92de3edee1f18e0157c05861564,460146648831302550,151452,301213324093727812,291223,0x5ae401dc,multicall
20626040,0x8ef55592dfba0822f6612555b3aa1139d2a82f8e7e9d22f5a853e596edfaff35,2025-08-13 17:29:33.013480,0x3a4ac85185f7a450be323527d536e128fa13863d291ab1fe15adf2a2e5ea3c89,331,148,0x06cff7088619c7178f5e14f0b119458d08d2f5ef,0xe592427a0aece92de3edee1f18e0157c05861564,885052136821236482,204598,156440784216531210,159133,0xc04b8d59,exactInputSingle
20209215,0x6274b24dccbf152a5cc053a58c80707f53d0fc061131ef93ed4f04ce7e1adb18,2025-08-13 17:23:48.630508,0x8a8876cf66db8635f415db3e7ac3635382cf7ddd92ea8dfa2036481a0a5a6703,644,118,0x55877bd7f2ee37bde55ca4b271a3631f3a7ef121,0xe592427a0aece92de3edee1f18e0157c05861564,433459219970226832,329057,159806307043443822,188037,0x5ae401dc,multicall
20727851,0xfd351ba9e43db911fae303d3f202583d7d52f0a7a42a322cc08951175e7cad17,2025-08-13 17:34:00.113467,0x92978dd874a86c7c2686cfc6affde80f65fd934c27ae02a4a4a6d145f4768ef3,480,90,0x01cd6ece857ccc90d66edfb3e57fdc5adaad1412,0xe592427a0aece92de3edee1f18e0157c05861564,484810021976145155,315093,31904725157904131,289221,0xc04b8d59,exactInputSingle
20027705,0x6f51d640a04c68b92f2d1296f5e3ef4574b6811b3c419807b46a8e24b4807cac,2025-08-13 17:27:50.061408,0x1b0e43d316098028d1d03afafbb7b5dba2da4f30a855458c5d29172219d9b67c,630,77,0x5895d114a4992f4ce71d61293f7d4fde93fcd695,0xe592427a0aece92de3edee1f18e0157c05861564,590534228753515165,295617,715837132709552085,192414,0xc04b8d59,exactInputSingle
20920445,0xa354d35ce7d53516cfb72ea0c7ab4c95a3ef3e9e27093c572276ab54e67b8c94,2025-08-13 17:31:50.841325,0x1f5bf4c333610fc2dc20a7697e51bd398856501db5f72bc3d422da43c075405b,413,171,0xeff6cb8b614999d130e537751ee99724d01aa167,0xe592427a0aece92de3edee1f18e0157c05861564,930962235301991095,371585,967529471884906738,64246,0x414bf389,exactInput
20057349,0x51cd201933fec0d1aa44d25631c216c77c0e5ecefaf5d92ea3c1eec66be25620,2025-08-13 17:34:37.044936,0x9935ab2d3684eaa99a5beda9c6e25bc9361c64c447730964e3a1c8488365e0c8,609,24,0x6e4141d33021b52c91c28608403db4a0ffb50ec6,0xe592427a0aece92de3edee1f18e0157c05861564,555094692593722887,462069,996486342704323860,65955,0x414bf389,exactInput
20776442,0x8353df804835a1a3fa4bf8246620a27c4b970daa2ac7fecb459405e64bc6b8e0,2025-08-13 17:28:54.791027,0x5c5aafa886d629f3b71ef57271a542318831acb6d73776c615b297b0e2ee74c4,719,52,0x196f75367a9286e039c6cfeba5b8686ed84cba68,0xe592427a0aece92de3edee1f18e0157c05861564,647998668802564995,488195,571047389267909033,85757,0x414bf389,exactInput
20938530,0xd939445f8477a959a57d4b83cf5178d4cda872948dd89bc728eb34bcd443669f,2025-08-13 17:33:00.624101,0x7c6dfde77c491f95876669de8a439ac38275303b328d88d7ca536e116e90c20a,319,184,0xeff6cb8b614999d130e537751ee99724d01aa167,0xe592427a0aece92de3edee1f18e0157c05861564,559115212511045582,426979,231391208112179883,80070,0x414bf389,exactInput
20000037,0xaa04d3a43b4e2ffeedc5f0dfd224e5a9a008f350728b7a495e06fe189d28d8bd,2025-08-13 17:33:20.527325,0xb424f72ea0a124f5c372438f4628981dbde6ff5c05e3649e8e4048a53fad256e,254,52,0x50bf20318ce9100ac4374ab4bed5fe4b1f8cc6b3,0xe592427a0aece92de3edee1f18e0157c05861564,28426870148509348,365187,450462452152841437,64589,0x414bf389,exactInput
20314492,0x87a5852e97750f00f4a4b932de819d4f9528cb4f7f82bd0a68ddd42632ff1675,2025-08-13 17:34:34.541312,0x48718df1ed7e0121c18ecd642c520168b6a68a5902a1a6822b68847d33610eee,862,139,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0xe592427a0aece92de3edee1f18e0157c05861564,706464244741835583,457208,990721457674099266,222532,0xc04b8d59,exactInputSingle
20129180,0xffa5225fd6c47805323568f6436d0175237448c1c79d92b9e000ece12e1bb7b5,2025-08-13 17:30:25.061959,0x69f6b27f7a9742501713a90e77ff149598cd6144b24d198de145fdc696371d60,839,190,0x6aa7a8539543210563af6cf575cc5079b194d0c8,0xe592427a0aece92de3edee1f18e0157c05861564,589736638682755398,488845,630280312889648930,102520,0x5ae401dc,multicall
20503805,0xf52cf1e34c480ecf327e2fb88bf8b53633c2c59e5b1f2261ad56e8d783abf51f,2025-08-13 17:30:47.625581,0x783cbe0033a94bbfc268be90e0922f1603a6e31baaabe4ddd6dc28037e9b59eb,505,94,0xfbd4cdb413e45a52e2c8312f670e9ce67e794c37,0xe592427a0aece92de3edee1f18e0157c05861564,444821080102992389,465770,123749801918339440,171625,0x5ae401dc,multicall
20853009,0xc0dc80576dc9e59fd99bc0dc3c4555fb9f9585e02df1d056e7d242cb2a81e5e7,2025-08-13 17:23:07.138874,0x5ae2e5857996d9a50ba8970e66b1ac0dddf8fc9ee45f7c5ca90e07d98c98305e,578,99,0x5141b82f5ffda4c6fe1e372978f1c5427640a190,0xe592427a0aece92de3edee1f18e0157c05861564,349060331170833581,117869,749885883309663952,284152,0xc04b8d59,exactInputSingle
20649987,0xbe69a8cb96d26a5418789fb35c199e1ae9d94fbb7bd972330c2f1a92609c9090,2025-08-13 17:33:40.838003,0x27c53919539ff8887039e922e68f7a82d2d76ccda550d21cbb189245b007cb52,143,119,0x24e13738835abe0207eefda24c866a8f721d2da8,0xe592427a0aece92de3edee1f18e0157c05861564,10514712490094332,183002,577196753320682448,274353,0xc04b8d59,exactInputSingle
20221018,0xe37756e4e59f80ef86e3331b52711af40b2a9aedd32d05e520f715cf57002a10,2025-08-13 17:31:15.481724,0x05f78a503b697749dc9b4483f5b26958d46c6d661eb8a6f9c6213cd192737564,65,44,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0xe592427a0aece92de3edee1f18e0157c05861564,756239701049078971,477072,391175978241834414,170450,0xc04b8d59,exactInputSingle
20900374,0x1b0f97d67a615dd5e890313effa02b5a02fbe73b872dea9eefcd88087fe7b397,2025-08-13 17:26:07.404904,0x12bedbc974aec2dc4bedaa3f219004df53cab857790ad9680730d0c7e6a53ac3,311,100,0xefe7a50f92b089b06d0e6cbcc85d7584424921b2,0xe592427a0aece92de3edee1f18e0157c05861564,967676407969314450,438236,434101156662311605,173667,0xc04b8d59,exactInputSingle
20690982,0xc063bbf16aad51e46099b25314294f64e961defab26de72092266d4813247977,2025-08-13 17:31:17.120132,0x2359d664b976f6c251e29d7cb5316b19513b325d5a18abd99937b578168769a8,675,134,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0xe592427a0aece92de3edee1f18e0157c05861564,804472547899984975,269909,401326467801491978,203221,0xc04b8d59,exactInputSingle
20870198,0x7d10cea73fe17ba241df0358caff51b25ebedf7886c7f1cf71b2c693da3f8f68,2025-08-13 17:23:19.348975,0x76d6278c34decefe12231095929c2d3e247d6a8ef486b5bc8a44a79290ccc901,163,59,0xdf31a70a21a1931e02033dbba7deace6c45cfd0f,0xe592427a0aece92de3edee1f18e0157c05861564,122463822707329795,361847,783205261581270547,174888,0x5ae401dc,multicall
20796822,0x9c289bd370fdd5ce4c5f55fc589422197a031f2b7242cb74269f52400bc0149d,2025-08-13 17:32:02.655189,0x5e26a801faf7cb3d0593fdaa48f96b96c45be6edb899ecd10db82572bda578fe,815,60,0x50bf20318ce9100ac4374ab4bed5fe4b1f8cc6b3,0xe592427a0aece92de3edee1f18e0157c05861564,839514962921202001,301370,71396556897867212,210406,0x5ae401dc,multicall
20120034,0xba934a853ce79d96344d935c47499e06c927049cfbfb422f2ebb1a17231f8825,2025-08-13 17:31:46.953158,0x26eb9627cf4257bb2a0329da228ec589e8352c9e606fb87c215290af4f48ba89,384,155,0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0xe592427a0aece92de3edee1f18e0157c05861564,200685868450436113,268379,805575917314930153,167836,0x5ae401dc,multicall
20139687,0x46570b93c6b7a5b58491b40eb67d8d1522225cb89b1158e9adc9eaf64f19c8ff,2025-08-13 17:29:40.121356,0x522233a46193862f45147bc28ac70ea5375cc972b72ee8a6dd637573eadcd575,259,125,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,0xe592427a0aece92de3edee1f18e0157c05861564,329838549057211562,218225,855645203344402445,92490,0x5ae401dc,multicall
20853370,0xa42ee0589e98d3e302d7bdde7ddd5d22200a17fd7dfb79598afa784525f52713,2025-08-13 17:32:15.803037,0x118fd214dbf72eff77ca7979aa59171401d640160ff534bf1a6b7424ac7d0129,25,161,0xdf31a70a21a1931e02033dbba7deace6c45cfd0f,0xe592427a0aece92de3edee1f18e0157c05861564,38322177285237769,173695,6037032342749791,144256,0x5ae401dc,multicall
20595900,0x2c09b6b0a82669272e6e70cb58d633329c919a16bbb7a6052899c06aa1c88e0d,2025-08-13 17:23:38.814883,0xfb79a417c6113b1ca1934d635e9c3042dd256ebf2706977adbf36a228e74ba84,748,186,0x507888e987257a8dde6f8afa46375cefe2cbf504,0xe592427a0aece92de3edee1f18e0157c05861564,219212921010739984,208776,954129865884209106,174186,0xc04b8d59,exactInputSingle
20369209,0xc152eea8b3d1e5b63e6c2904a99363d7b5e1dd8929b601b8ff5843958b705ba4,2025-08-13 17:33:34.824146,0xf449133e68087e047d4259e94d4960ac65276790d9b35c25cd97b787e1251808,821,17,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,0xe592427a0aece92de3edee1f18e0157c05861564,721118619923212521,297194,81704804008049984,199199,0x414bf389,exactInput
20133370,0x3b7a505ac97c2b1e42ce32c7c8644c45febc4ac9606882fd8d4c1956af6f4ff2,2025-08-13 17:26:21.723428,0xdf59da16de52fba1639de12f179d6fcda2272604df37284db5e8fefc0a8d75b5,237,13,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,0xe592427a0aece92de3edee1f18e0157c05861564,381524554270421810,111818,946926482686754405,296577,0x5ae401dc,multicall
20967073,0xf078a18b0f5ff685770edc274409588b0fac04ae68ff1eacf6f1cf3f9d940745,2025-08-13 17:27:28.107015,0x1500fe07ec8d2a763d19783649abebb9d370bbb7be2d393ced1d02a280b0bfdb,894,40,0x8189afcc5b73dc90600fee92e5267aff1d192884,0xe592427a0aece92de3edee1f18e0157c05861564,616148698570987502,401652,983667110480122645,185727,0xc04b8d59,exactInputSingle
20524337,0x5f63c5457199c6e2b8efc17ea4a43dcccac3337eeffc08a714af9328cd38f94f,2025-08-13 17:30:12.424339,0x2a1bc1c5418407bedfc67838ced754fe0f9a7a79ce7a90c151e3b19cc400f02d,914,28,0x40003cf0002d5f00bba0dc0900000000bb0098be,0xe592427a0aece92de3edee1f18e0157c05861564,753125222312800805,115717,389739627228819978,160468,0x5ae401dc,multicall
20210251,0x1d2d71d68bb0fa5d5fb4929e4c788aa0218eddc07c22f57fdee41c1bdd366b2d,2025-08-13 17:31:57.609859,0x199b51c1246c8de544b5b7dbd6bd7d29eeac8fbe7f1ea713f9501870a9a77c66,561,187,0x1631cc3d0513f7bcd0da584106825443b7911060,0xe592427a0aece92de3edee1f18e0157c05861564,873159064175423271,447779,271648140049747158,179382,0x414bf389,exactInput
20844797,0xc0889d229ea92226e841c511d7cd0a500bfa3342bae4f69c217fa6ac5f6d9ae1,2025-08-13 17:33:38.113183,0x98992d4090cf345eb4404cf307f72e627864533e1406b0dcddadf404cc132690,784,9,0x0b570b66cf3b5eab1fd10c89230cad58aa2fcb59,0xe592427a0aece92de3edee1f18e0157c05861564,81584290980592935,318229,852342641486659051,210545,0x414bf389,exactInput
20930630,0xff3341ce576b18dbef358e53afa2d661ffe19551e1982c74ad4a6f03498c5321,2025-08-13 17:34:08.552487,0xf227661fc6bc3d5d957195f3f3f8435372f62baf30c9963992b8cf21e22fbc70,43,26,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,0xe592427a0aece92de3edee1f18e0157c05861564,585227877904086625,218093,403819619306390999,163119,0x5ae401dc,multicall
20318157,0x0d7d8ead2f1eed7007c95cd360353a5a2a6757410b37a89d0e35f614e5e6f346,2025-08-13 17:33:18.043857,0x3e8c657f6f64c77f45898d9b2a284399cec5b5463fb9b7b3efafb8acd5e0d8c9,954,14,0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0xe592427a0aece92de3edee1f18e0157c05861564,901380043795301486,202851,701136410590785926,275521,0x5ae401dc,multicall
20715067,0x43803fdef9225c6bf93c6e70b904c2fbab35b1d5482672661f15f4f6bd021d33,2025-08-13 17:23:00.028302,0x2e867b5028390bfc1373c31e1a08b7be330a2ab130f85134a9490c80bb3cd151,397,196,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xe592427a0aece92de3edee1f18e0157c05861564,144388887853687832,325296,492105614347315586,194059,0x414bf389,exactInput
20121197,0x596f2900c62b07569d6eac24be4c6d4baa6b14e62dd5c8fdae32f4c2b178bea6,2025-08-13 17:33:32.945645,0xa883c4ece06fa327a7e0b53dd222e4902723deac5978b0af22df500fdb9ffe63,377,90,0xf3fe03cd60d1f138ebc106ce9575475100ebfc9a,0xe592427a0aece92de3edee1f18e0157c05861564,503278857560200433,130368,267516330726621971,74114,0xc04b8d59,exactInputSingle
20010537,0x42a500157cf04077e77e81e7e1e428403c6a4c69a72ce6db2d2994d3c9c89994,2025-08-13 17:31:45.182496,0xeb89d284cef39dcd68cb531cc436a73cf60d20a7f0402c60960e6e8251cef2cf,813,137,0x5b93d80da1a359340d1f339fb574bdc56763f995,0xe592427a0aece92de3edee1f18e0157c05861564,17176870445423561,477396,936889255896396817,64911,0x414bf389,exactInput
20059406,0xc79a7e6ca6cc8f9b5c031ddb284b21fc9214ea05d65d3b239ca499fe65fb072f,2025-08-13 17:24:57.027304,0xaf28a2f3637a86b7c0a7998d338f48e8921a9562cfa66e78228ec938e192e09b,359,154,0x5895d114a4992f4ce71d61293f7d4fde93fcd695,0xe592427a0aece92de3edee1f18e0157c05861564,337128922405846916,168008,458653677037926566,175488,0xc04b8d59,exactInputSingle
20128320,0x366111d23bfacf986cc7c8af8eb380f96bb12184981723a253e7c69a57e19870,2025-08-13 17:23:41.992067,0x8d57d02809746207c7d64d74cd38bdaf49e6289c64f9dfbeff0a7b6d47a01ed8,211,126,0x6f695daf43d38209f2c86ea7dcc8f4b8406ff1de,0xe592427a0aece92de3edee1f18e0157c05861564,253973956910363828,332543,349011142479887068,296789,0x5ae401dc,multicall
20818107,0xde9cb9ad9ae629f9c3a1ddcc10fb82aafa4673ba3662a6c8a3b8678895eb29a6,2025-08-13 17:33:12.659079,0x3b12e1dfbe50e0cce4c510adab59c72ea025a161c9152b34bb0c11989c929e8d,915,68,0x90ecf3d15129e4ef4c106b16bdf9e7e9110102ee,0xe592427a0aece92de3edee1f18e0157c05861564,624213812309994069,363950,62254916748661043,140868,0x5ae401dc,multicall
20739772,0x624ad481871ea68599fc7336b58794b111c9b2ba51ea3fa344adc44913a4a862,2025-08-13 17:28:37.069541,0x3580f62edfb203a1305d6047ca486d8ba3c5c2c9b968cd5e8e3e38996033c078,934,35,0x196f75367a9286e039c6cfeba5b8686ed84cba68,0xe592427a0aece92de3edee1f18e0157c05861564,351570961390397191,488973,243000847731651176,82177,0x5ae401dc,multicall
20760124,0x91b738e41ff02b33006aa818f522a04e7523dcc14a32a7ae764cf5f0ae4d2cf9,2025-08-13 17:24:29.212087,0x558a94c9b9c494366497aa32e948e22e48c4ccbb9ddf82779f0c3e2bf6871977,716,112,0x24e13738835abe0207eefda24c866a8f721d2da8,0xe592427a0aece92de3edee1f18e0157c05861564,131708186997211472,111161,964217317826441394,58848,0x5ae401dc,multicall
20291469,0xffe75402be5a869530cdc37275e40803b231709311b58f5ee3618a5f00de0e3d,2025-08-13 17:26:23.297250,0x06f8aa5ff284fe6c93ba96f72126eb77846ddc48f0219c08017b9c3eaa0f0ab4,62,71,0x8331f9acce69b02c281f40a00706f758665cce77,0xe592427a0aece92de3edee1f18e0157c05861564,571108314168534406,109882,441094146732160968,150837,0x5ae401dc,multicall
20046573,0x0f80ecddc5b885c7ad180510c6be77d3ed364d7d2d1b327169bf9e942053aa1c,2025-08-13 17:27:20.115424,0x3ce6eb77e7560dc9c723e70e65ad2a4ca4c9fbaca1fc54a0d410ce578f8ce79d,546,13,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xe592427a0aece92de3edee1f18e0157c05861564,624363678036372785,282349,29966850842997179,288565,0xc04b8d59,exactInputSingle
20791127,0x4bcdac97912024920ff4ca88854d8e186d2bd7bd21ee8b6d5274ff2cd64d6a88,2025-08-13 17:33:51.343052,0x2a8f5d155e22466e32d9da10f16b8c7c9a8272531455eb55098cb4bffe8ee85f,830,192,0x9a6fae683549309386b633275a4f6933a022a092,0xe592427a0aece92de3edee1f18e0157c05861564,873052365558607871,114336,836774612294626186,267380,0xc04b8d59,exactInputSingle
20455161,0x998d61c0aee65c165b6c63c6c48b4632c553eb753b753a82d022d13bd80ebcae,2025-08-13 17:32:10.481129,0xf959b708de75c7d84733221c32ba1991ba735a706b6026dde2372ede5a29d1f6,771,14,0x50bf20318ce9100ac4374ab4bed5fe4b1f8cc6b3,0xe592427a0aece92de3edee1f18e0157c05861564,447461012512485310,478167,781645651574346179,125345,0xc04b8d59,exactInputSingle
20486017,0x6e004dec85d0c75a8862d37496f22946b8ce4a5e7b1b0416c8583e4140b4c04c,2025-08-13 17:31:24.838541,0x099783a3a378a3e67a07b3a4a7ef861bf3d2dc2ac4bdb7faf86251d34526cb15,267,41,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xe592427a0aece92de3edee1f18e0157c05861564,859657317122251206,224899,323625211293194616,259607,0xc04b8d59,exactInputSingle
20997161,0xe099021426482b61592feba06f0279f8df1a68f03e0cc0ee46f23308303440f8,2025-08-13 17:34:46.140386,0x04717b44b4afadaf8fe4157fe70d226fbb05b7eed01427a558ca0609834611d4,303,86,0x73a8a6f5d9762ea5f1de193ec19cdf476c7e86b1,0xe592427a0aece92de3edee1f18e0157c05861564,44509924604286389,422724,417005794355140370,120450,0xc04b8d59,exactInputSingle
