pool_address,token_pair,timestamp,total_value_locked_usd,liquidity_change
0xd48ff4b2f68a10fd7c86f185a6ccede0dc0f2c48,OKB/USDC,2025-08-13 17:27:12.835509,556999.8457775477,-0.04581711418311422
0x6e4001871c0cf27c7634ef1dc478408f642410fd,POL/WETH,2025-08-13 17:33:34.266672,798161.0818391612,0.03989246365264747
0x2858dcd1057d3eae7f7d5f782167e24b61153c01,LDO/WETH,2025-08-13 17:30:58.088016,670264.0765291876,0.005988351914386972
0x56f4da26ed956730309fa1488611ee0f13b0ac95,USDC/SPX,2025-08-13 17:27:39.591721,624454.8950492056,0.04298810156936744
0x67e9c3acebb154a282f326d4ff1951cd1f342e58,BITCOIN/WETH,2025-08-13 17:24:44.001272,801888.1596078277,-0.00877055896462027
0x811786ad1ae74adfdd20dd0372abaaebc6246e34,RNDR/WETH,2025-08-13 17:31:37.326420,338863.6132669644,0.030223513893713902
0x67e9c3acebb154a282f326d4ff1951cd1f342e58,BITCOIN/WETH,2025-08-13 17:31:36.241428,255685.56870622674,0.020127818813991255
0xd6d824abba4afde81129c71dea75b8100e96338d,USDe/USDC,2025-08-13 17:33:14.960084,860007.3188244038,0.031658660559692894
0x2ac878b0e2180616993b4b6aa71e61166fdc86c2,ANFD/WETH,2025-08-13 17:26:58.754066,822331.0171618464,-0.027707645279419102
0x80c3cd40fa35f9088b8741bd8be6153de05f661c,CVX/WETH,2025-08-13 17:25:06.053448,334979.33168572944,0.04668891040483612
0x7f2253d7e228b22a08bda1f09c516f6fead81df6,WETH/BERRY,2025-08-13 17:26:59.825213,514311.618772757,0.03436611632720808
0x44c8031cb036a7350d8b9b8603af662a4b9cdbd2,TEL/WETH,2025-08-13 17:34:03.250741,124188.3343329133,-0.032143218382753636
0x49d180ecf56132819571bf39d9b7b342522a2ac6,ATH/WETH,2025-08-13 17:23:14.545182,600605.5424378673,0.02864281782036819
0xf6e0a1e2ac41945a9aa7ff8a8aaa0cebc12a3bcc,PENDLE/WETH,2025-08-13 17:30:03.470374,516308.8290727833,0.007658804349659952
0x108c995b953c8a35561103e2014cf828eb654a99,RLUSD/USDC,2025-08-13 17:23:18.958304,441696.94030042255,0.030651086970010386
0xdac53c17c250fd4d4d81eaf6d88435676dac1f3f,PYUSD/USDT,2025-08-13 17:31:24.989599,744530.5770610818,-0.013577852821873584
0x4523540f1504cd17100c4835e85b7eefd4991158,LINK/WETH,2025-08-13 17:34:10.189630,921563.1476558598,0.016338747626554434
0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f,cbETH/WETH,2025-08-13 17:31:25.223069,307319.0455291515,-0.009160709138078316
0x454f63ac30c8322997ef025edff6abd23e0dbe7b,RIO/WETH,2025-08-13 17:31:08.990058,558868.3528901257,0.016492943421277148
0xd6d824abba4afde81129c71dea75b8100e96338d,USDe/USDC,2025-08-13 17:30:54.668921,903777.4902752568,-0.01990501254344347
0xdbae772db29058a88f9bd830e957c695347c41b6,EUROC/WETH,2025-08-13 17:32:47.282122,310836.19977567025,0.028575882747758005
0x210e3b160c355818509425b9d9e9fd3ea2e287f2,KEKIUS/WETH,2025-08-13 17:30:38.388049,470338.3083445441,-0.028629859901089974
0x89aa1e580023722db67646e8149eb246c748e180,beraSTONE/WETH,2025-08-13 17:32:18.489487,960233.6836462058,0.01588507449984218
0x8722616204217eddb39e7df969e0698aed8e599b,LINK/AAVE,2025-08-13 17:28:58.125447,636611.4472081377,0.03184234645366643
0xeb3be230bbd2844b1f5d8f2e4fab9ffba8ab22cf,MOVE/WETH,2025-08-13 17:25:36.105391,317315.2696519661,-0.03526460377542273
0x4fc82b26aecb47d2868c4efbe3581732a3e7cbcc,PEAS/DAI,2025-08-13 17:25:43.286632,480384.98077661707,-0.042717177081543094
0x482d9673cfee5de391f97fde4d1c84f9f8d6f2cf,ENA/USDC,2025-08-13 17:33:25.018575,579914.190415225,-0.01160215326072487
0x37834f2f25762f23e1f74a531cbe445db73d6765,basedAI/WETH,2025-08-13 17:25:42.668796,659497.4310006662,-0.5996142093526109
0x8bcbb4c131df56f7c79066016241cc4bdf4e58db,CGPT/USDT,2025-08-13 17:33:24.534948,780636.2026996518,0.0304109856173143
0x01d54579da446ae1e75cda808cd188438834fa62,POWR/WETH,2025-08-13 17:28:59.929580,59716.20128923451,0.03483363473516597
0xe5b861a6d8a966dfca7e7341cd3eb6be9901688d,ANFD/NFD,2025-08-13 17:24:23.004156,469996.8051232543,0.005892529037186733
0x5316ca1c5ddca8e6ceccfce58f3b8540e540ee22,$NTMPI/WETH,2025-08-13 17:34:11.028518,892511.6665523326,0.021927396127596713
0x6566230e3a3ce3774c1bbc7c18b590ae0f457bbc,OKB/USDT,2025-08-13 17:27:54.253345,907786.1831515523,-0.034084209245700076
0x36790ecd55c2030dc553685bef719df653f413a2,ENA/USDT,2025-08-13 17:28:28.765595,266599.63298036915,0.013766143677615625
0xb4bbe448fde336bb6a7d7d765f36d3327c772b84,MATIC/WETH,2025-08-13 17:32:06.925881,489751.04689956416,-0.00601274067350973
0xbfa7634640c53da7cb5e9c39031128c4e583399f,SSV/WETH,2025-08-13 17:26:12.724269,278997.9560113628,0.00401522225184564
0x9f14025af0065b30e47e23ebb3b491d39ae8ed17,PLUME/USDC,2025-08-13 17:24:35.598074,389204.93950702477,-0.028604712289401257
0x482d9673cfee5de391f97fde4d1c84f9f8d6f2cf,ENA/USDC,2025-08-13 17:27:40.471546,547185.0290988762,-0.029316561048558978
0x3346f2bbf6c34bd2dbe28bd1bb657d0e9c37392a,SERV/WETH,2025-08-13 17:27:27.423305,772097.8145915166,-0.048046804326227294
0x0e6523810856a138a75dec70a9cf3778a5c70b83,WETH/FROGE,2025-08-13 17:31:58.228095,386577.21863843454,-0.7592964789312702
0xeb3be230bbd2844b1f5d8f2e4fab9ffba8ab22cf,MOVE/WETH,2025-08-13 17:27:27.790387,892725.1265488268,0.0038220567610231515
0xd6061bbee6cf13bd73765faaea7cdd0af1323e4b,$WELF/WETH,2025-08-13 17:29:20.215263,607220.0630518289,-0.028057836537856387
0xf6e0a1e2ac41945a9aa7ff8a8aaa0cebc12a3bcc,PENDLE/WETH,2025-08-13 17:28:36.662236,394968.63121366675,0.02981423244201889
0x61a229bae1e90331edd986b6bbbe617f7035de88,ROUTE/WETH,2025-08-13 17:24:45.832206,472716.24773998704,0.012225696097406466
0xe7f6c011776e8db7cd330b54174fd76f7d0216b6,USDC/USDT,2025-08-13 17:33:39.988781,595973.8478716317,-0.04160525378379998
0x0fd42b3f73c448b34940b339f87d07adf116b05c,WETH/AP,2025-08-13 17:24:24.703631,467081.4596109966,-0.7483584543247441
0x2fca346db656187102ce806ac732e06a62df0dbb,WETH/PLU,2025-08-13 17:28:14.383514,344125.54259313195,-0.022174338436119403
0xfa2b7af0a811b9acde602aacb78e3638e8506dfe,DEXTF/WETH,2025-08-13 17:27:50.526675,836561.805763,0.024902426108285067
0x3fdba35f04dc8c462986c992bcf8755462571130,AEON/WETH,2025-08-13 17:34:46.933637,356460.74028298206,0.028123304961089488
0xe0f05da93a0f5a86a3be5fc0e301606513c9f7e5,PLSB/USDC,2025-08-13 17:23:15.985859,40719.69889190499,0.03392288462845981
0xff2ccb6ba423d356bd549ed4bfb76e96976a0dcd,EEFI/WETH,2025-08-13 17:24:36.715289,134958.76512546418,0.006396958193001914
0x02d20bbd7e394ad5999a4cebabac9619732c343a,GPU/WETH,2025-08-13 17:28:21.824468,263681.2595965647,0.010589269256031132
0x70260742c2952154c84e2ea9f68b1a7397f49b6d,TURBO/WETH,2025-08-13 17:31:24.217205,780013.9673136782,-0.018896108040140015
0xec2e990b934dde55cb87300629cedfc21b15cd28,WETH/TITANX,2025-08-13 17:23:05.488466,318837.67195074825,0.0458172838205896
0x16dc368a89b428b2485484313ba67a3912ca03f2,WBNB/WETH,2025-08-13 17:34:04.858831,206346.47932079813,0.03305716337803184
0x81b8a03f97e8787c53fe1a86bda042b6f0de9b0e,WETH/EUL,2025-08-13 17:24:00.368940,774756.0761017118,0.010041161481684414
0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4,WETH/SPX,2025-08-13 17:32:20.283596,570273.2298136428,-0.6869019018757999
0xf57e5cb1f4532c008183057ecc94283801fcb5af,WETH/RIO,2025-08-13 17:27:13.811031,510901.18178030715,0.03495756269995774
0xd29d53701d3c859e29e1b90028eec1ca8e2f2943,PROMPT/USDC,2025-08-13 17:28:39.945228,439188.16731258994,0.03915750148051032
0x2ac878b0e2180616993b4b6aa71e61166fdc86c2,ANFD/WETH,2025-08-13 17:31:16.262223,441132.2735576003,0.04654737312380777
0xc75cb66ae28d8ebc6eded002c28a8ba0d06d3a78,USDT/USDf,2025-08-13 17:30:10.456895,920421.4803337393,-0.0035126228365492188
0x093434a3ee9e0a010bb2c2aae06c2614dd248940,ALPH/USDT,2025-08-13 17:31:33.338874,275711.5826687331,0.03307310188906035
0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297,SABAI/WETH,2025-08-13 17:26:07.828339,456293.98019183276,0.006984964467832221
0x284de502c9847342318c17d474733ef468fbdbe2,HOPPY/WETH,2025-08-13 17:27:19.872299,38412.99779238868,-0.03181601428423082
0x2fca346db656187102ce806ac732e06a62df0dbb,WETH/PLU,2025-08-13 17:27:02.473976,265768.8847700913,0.009615500793742938
0x0e6523810856a138a75dec70a9cf3778a5c70b83,WETH/FROGE,2025-08-13 17:26:05.913375,20049.60329429034,-0.041438703804197875
0x52f11620e397f867b7d9f19e48caeb64658356a6,BTC2x-FLI/WBTC,2025-08-13 17:27:39.628250,559624.4494660422,-0.0023906889215835267
0xbfa7634640c53da7cb5e9c39031128c4e583399f,SSV/WETH,2025-08-13 17:28:40.391361,795003.5394509942,-0.811361439810988
0x8cd2510271575d8430c05368315a87b9c4784c73,WBTC/XAUt,2025-08-13 17:25:42.179718,667320.4213808478,0.0053472955010249595
0x8b940be7fb78aaa6b6567dd7a3987996947460df,WETH/WXTZ,2025-08-13 17:27:53.362745,748476.0823464735,0.020285494218576894
0xc75cb66ae28d8ebc6eded002c28a8ba0d06d3a78,USDT/USDf,2025-08-13 17:26:27.768554,238232.66088552267,-0.018445205599401347
0x2397346b45823e070f6fc72ac94c0a999d234c47,RSR/WETH,2025-08-13 17:29:12.822055,764567.713389262,-0.028361536012139435
0xa665a45920422f9d417e4867efdc4fb8a04a1f3f,WETH/USUAL,2025-08-13 17:26:06.079731,593691.036901183,0.009679074051230176
0xb7a56873cd771f2c446d369b649430b65a756ba2,CPOOL/USDC,2025-08-13 17:32:46.492422,303283.998632493,-0.019773241121956442
0x580811fa95269f3ecd4f22d176e079d360935736,ACX/WETH,2025-08-13 17:29:11.577264,281568.21351543465,0.005335896679860827
0x01d54579da446ae1e75cda808cd188438834fa62,POWR/WETH,2025-08-13 17:34:06.744523,641490.9585548682,-0.039741235321223936
0x4e07408562bedb8b60ce05c1decfe3ad16b72230,ETHX/WETH,2025-08-13 17:29:40.326238,474702.9754812051,-0.03156363296099183
0x3fdba35f04dc8c462986c992bcf8755462571130,AEON/WETH,2025-08-13 17:25:48.784441,863105.734981238,-0.04346565648860676
0x0f8ef3377b30fc47f96b48247f463a726a802f62,WPLS/WETH,2025-08-13 17:23:40.339163,633151.2498824783,-0.840320966210538
0x5ec1a0c99d428601ce42b407ae9c675e0836a8ba,VOLT/DRAGONX,2025-08-13 17:34:10.370462,94329.09931226775,0.00580730346176285
0x482d9673cfee5de391f97fde4d1c84f9f8d6f2cf,ENA/USDC,2025-08-13 17:30:03.548709,792833.4215449853,0.0022572535130217855
0x28dae7c8bde2f3ca608f86d0e16a214dee74c74b,GREEN/WETH,2025-08-13 17:33:41.123152,304379.6011922135,-0.007117016385957423
0xbe47addbcb8f60566a3d7fd5a36f8195798e2848,DMT/WETH,2025-08-13 17:30:14.139671,613534.603122679,0.0447590200325378
0x2858dcd1057d3eae7f7d5f782167e24b61153c01,LDO/WETH,2025-08-13 17:30:17.370822,271999.6640371074,-0.8040539289301231
0x2c7d5490e6050836f8f2f0d496b1c8d6a38d4ffa,PRO/WETH,2025-08-13 17:23:41.046706,12648.965376856875,0.009381119511956325
0xeb624dbe56eb6620ae62080c10a273cab73ae8ec,PRIME/WETH,2025-08-13 17:23:10.500696,295223.8406977524,0.035960673134052254
0x4ec9599fc203d176a301536c2e091a19bc852759,WETH/OMI,2025-08-13 17:31:01.917142,924671.9340377232,0.012505800716422183
0xf57e5cb1f4532c008183057ecc94283801fcb5af,WETH/RIO,2025-08-13 17:32:25.812090,205841.0216188995,-0.027519054973397617
0xaea92132c4cbeb263e6ac2bf6c183b5d81737f17,WETH/BTCBULL,2025-08-13 17:33:41.056241,828364.8480535591,-0.8336308843117102
0x349c41201b62db851192665c504b350ff98c6b45,ZERO/WETH,2025-08-13 17:29:55.431707,825997.8983068091,-0.0060846551326262585
0x3038bfb575bee6a0e61945eff8784835bb2c7206,HKDM/USDM,2025-08-13 17:31:02.848154,702736.3481259601,4.7217711792557626e-05
0x65a699905c02619370bcf9207f5a477c3d67130c,GHO/USDC,2025-08-13 17:28:02.186382,602056.2954206925,0.02345339232856153
0x1d0ebea552eb43d0b1e1561f6de8ae92e3de7f1a,SKY/MKR,2025-08-13 17:25:47.264890,100413.61776467535,0.03359586139061814
0x1d28c120568c10e19b9d8abe8b66d0983fa3d2e1,USDT/TRU,2025-08-13 17:29:49.728511,30538.00165337836,0.03214212452583835
0x1d28c120568c10e19b9d8abe8b66d0983fa3d2e1,USDT/TRU,2025-08-13 17:23:15.966805,758706.1421084316,0.01515094894336863
0x7f2253d7e228b22a08bda1f09c516f6fead81df6,WETH/BERRY,2025-08-13 17:24:57.672186,589476.3290250758,-0.0008274197808986611
0x535fa30d7e25dd8a49f1536779734ec8286108d1,AMINO/WETH,2025-08-13 17:28:25.407484,414264.61249571515,-0.03954001154174426
0x3d914f9348c9cc0ff8a79716700b9fcd4d2f3e71,WETH/CRV,2025-08-13 17:26:44.458638,696736.9372435982,0.04451935395632106
0x8df66f64b57424391d363fd6b811fed3c430c775,ALVA/WETH,2025-08-13 17:31:54.559836,46330.1590105716,-0.7990404596231169
0x35135aaa6cc23891b40cb3f378c53a17a1127210,aEthWETH/WETH,2025-08-13 17:34:25.533003,410133.3064307382,0.04881192147817541
0x80c3cd40fa35f9088b8741bd8be6153de05f661c,CVX/WETH,2025-08-13 17:33:12.944589,467356.58153232257,-0.6926242430157085
0xff2ccb6ba423d356bd549ed4bfb76e96976a0dcd,EEFI/WETH,2025-08-13 17:31:51.639071,629154.6547235589,-0.029644176164972613
0xdbae772db29058a88f9bd830e957c695347c41b6,EUROC/WETH,2025-08-13 17:24:21.329525,295148.8535384456,-0.001528820305000192
0x7902699be42c8a8e46fbbb4501726517e86b22c5,WETH/SOLX,2025-08-13 17:34:27.665707,612782.9504111453,-0.03416218361947676
0x2c7d5490e6050836f8f2f0d496b1c8d6a38d4ffa,PRO/WETH,2025-08-13 17:22:56.845614,413910.7804170035,0.03414056816170356
0x35135aaa6cc23891b40cb3f378c53a17a1127210,aEthWETH/WETH,2025-08-13 17:28:19.242484,126291.48759866197,-0.00016244952928047562
0xb8aed072d29403ece56ae9641638ddd50d420f95,SD/USDC,2025-08-13 17:26:17.140323,708357.5136265951,-0.0017500423042143692
0x2abaca4911e68fa9bfbf3482ee797fd5b9045b84,RLB/USDC,2025-08-13 17:25:42.486252,555752.426111665,0.042186814993156185
0x38d66d9692ac590000a91b03a88da1c88d51fab2,BOOE/HOPE,2025-08-13 17:31:44.330633,145143.26114495593,-0.590929946929198
0x5966abd0cbfc86f98a186531b2b4ee5f6e910120,UNI/WETH,2025-08-13 17:27:45.758545,934905.909745695,0.03205494731855783
0x8722616204217eddb39e7df969e0698aed8e599b,LINK/AAVE,2025-08-13 17:31:29.756707,839101.1633803571,0.015994075305491934
0x67e9c3acebb154a282f326d4ff1951cd1f342e58,BITCOIN/WETH,2025-08-13 17:24:33.988701,543194.771926835,0.005191741707081102
0x8d27ba37c5d810106b55f3fd6cdb35842007e887,UNI/USDT,2025-08-13 17:27:18.591239,933523.7331581083,0.04807746313325943
0xd029fa3a95e174a19934857f535eb9427d967218,wQUIL/WETH,2025-08-13 17:29:38.694302,241226.82159731418,-0.04563527009026981
0x2397346b45823e070f6fc72ac94c0a999d234c47,RSR/WETH,2025-08-13 17:28:27.542900,914295.8661414295,0.04884140019393625
0xc17edaae86e4016a583e098582f6dbf3eccade8e,USDT/ONDO,2025-08-13 17:32:37.938237,981009.9572731872,-0.046298038865442384
0x2747b7c718564ba5f066f0523b03e17f6a496b06,WETH/EIGEN,2025-08-13 17:34:22.054585,338674.75689205015,0.03450394231103823
0xb7a56873cd771f2c446d369b649430b65a756ba2,CPOOL/USDC,2025-08-13 17:29:05.684783,462358.7937294998,-0.009002138025363558
0x73d3f1ba062585bce51f77d70a26be88c44b55d7,DYDX/WETH,2025-08-13 17:34:25.368892,84079.96576127173,-0.02349772204565911
0xff2ccb6ba423d356bd549ed4bfb76e96976a0dcd,EEFI/WETH,2025-08-13 17:31:05.747311,653338.2860534799,0.03523413365658931
0x314f04b30f62e0056bd059354a5536fb2e302107,W/WETH,2025-08-13 17:29:11.208065,954598.1966964493,0.038743868290932335
0x6affdae3b3c1aa6aa7689e9b6a7b3225a636aa1a,WETH/SOL,2025-08-13 17:33:15.115773,45540.10883930971,-0.6475355932581438
0x96061e92f58e4bdcdee73df36183fe3ac64747c8,WAAC/WETH,2025-08-13 17:34:45.146665,749298.7030705477,-0.04015568736168021
0x79d6eaa2676189eb927f2e16a70091474078e211,TONCOIN/USDC,2025-08-13 17:31:13.801397,109502.16791958926,-0.020053391975593526
0x7902699be42c8a8e46fbbb4501726517e86b22c5,WETH/SOLX,2025-08-13 17:23:20.113497,798182.0305105897,-0.012515891022468521
0x7a61b53701befdae0eeeffaecc73f14e20b537bb,CVX/CRV,2025-08-13 17:25:42.822151,417931.2314858196,-0.03199431138486889
0x71ee45a3c0db9a9865f7313dd3372cf60dca6479,QNT/WETH,2025-08-13 17:23:43.857212,872131.2026584062,-0.025917020814368696
0x05ada863a4cf9660fd8c68e2295f1d35b2264815,CULT/WETH,2025-08-13 17:24:30.044758,466538.4142214476,-0.024467329184084598
0xd4735e3a265e16eee03f59718b9b5d03019c07d8,IN/WETH,2025-08-13 17:33:34.214143,470600.7229700485,0.004659813760202837
